"LSOA2021","INCN","EMPN","ESTN","HDDN","CRMN","BHSN","LIVN","CYPN","ADSN","INDN","OUTN"
"E01004832",0.47565543071161,0.319343065693431,0.336055677863788,0.556163828061638,0.598453038674033,0.315555862593047,0.470595600295484,0.499813571961223,0.549222797927461,0.719557195571956,0.413143011042284
"E01004833",0.18976279650437,0.166058394160584,0.183876618611368,0.33698296836983,0.572596685082873,0.326920087735963,0.425371545906422,0.458426547352722,0.3713298791019,0.617242536061724,0.582278481012658
"E01004834",0.51310861423221,0.355839416058394,0.460028880524584,0.485604217356042,0.559116022099447,0.386573634306834,0.705517785373549,0.533743475018643,0.651122625215889,0.841663871184167,0.51925666576892
"E01004835",0.17478152309613,0.156934306569343,0.126103733162891,0.335766423357664,0.528618784530387,0.356297818690523,0.0686123527275914,0.361670395227442,0.348877374784111,0.194565582019457,0.375976299488284
"E01004836",0.230961298377029,0.175182481751825,0.216319863646048,0.333536090835361,0.531933701657459,0.329199841108098,0.184464560718176,0.426547352721849,0.447322970639033,0.440791680644079,0.354969027740372
"E01004837",0.0898876404494382,0.102189781021898,0.0447056317022939,0.293390105433901,0.322651933701657,0.307559454931694,0.0433584995430017,0.279082774049217,0.233160621761658,0.103656491110366,0.339617559924589
"E01004838",0.66541822721598,0.45985401459854,0.596891792723055,0.529399837793998,0.754254143646409,0.447988808483446,0.605153438755963,0.563571961222968,0.761658031088083,0.736330090573633,0.652302720172367
"E01004839",0.766541822721598,0.567518248175182,0.444807423715172,0.66220600162206,0.812596685082873,0.445881763700109,0.140780528114788,0.588366890380313,0.590673575129534,0.371351895337135,0.366819283598169
"E01004840",0.202247191011236,0.213503649635036,0.152889236086452,0.413828061638281,0.643977900552486,0.411702733976961,0.286030875558727,0.512863534675615,0.252158894645941,0.489768534048977,0.520064637759224
"E01004841",0.831460674157303,0.720802919708029,0.835037757735009,0.731751824817518,0.793591160220994,0.481183399250445,0.0849516082585233,0.799403430275914,0.713298791018998,0.297215699429722,0.311338540263937
"E01004842",0.0699126092384519,0.0839416058394161,0.0236488885732547,0.262773722627737,0.174806629834254,0.182103936028739,0.251987629743705,0.167039522744221,0.20552677029361,0.551828245555183,0.272555884729329
"E01004843",0.129837702871411,0.118613138686131,0.032727315768293,0.314882400648824,0.404198895027624,0.197423187855132,0.349847875896781,0.244407158836689,0.214162348877375,0.6320026836632,0.357662267708053
"E01004844",0.031210986267166,0.062043795620438,0.00629690126174751,0.203771289537713,0.404198895027624,0.339337835270548,0.109980092401307,0.166666666666667,0.122625215889465,0.110365649111037,0.516563425801239
"E01004845",0.205992509363296,0.178832116788321,0.0712307364533769,0.374695863746959,0.543646408839779,0.318077407989499,0.289736944246203,0.32662192393736,0.267702936096719,0.533378061053338,0.446000538647993
"E01004846",0.782771535580524,0.507299270072993,0.618859929455768,0.571978913219789,0.600883977900552,0.461201015526502,0.558977826190387,0.543064876957495,0.808290155440414,0.792687017779269,0.343926743872879
"E01004847",0.700374531835206,0.43978102189781,0.55568970006865,0.509326845093268,0.57414364640884,0.558453221878724,0.348145087580914,0.409209545115585,0.835924006908463,0.613552499161355,0.410449771074603
"E01004848",0.66541822721598,0.498175182481752,0.597874204010132,0.621857258718573,0.848618784530387,0.438921607571544,0.301643941954951,0.543624161073825,0.780656303972366,0.37839651123784,0.716401831403178
"E01004849",0.752808988764045,0.414233576642336,0.577752527045901,0.531630170316302,0.53878453038674,0.534204936011468,1,0.361483967188665,0.892918825561313,0.949010399194901,0.791543226501481
"E01004850",0.689138576779026,0.534671532846715,0.647278839097602,0.579075425790754,0.659889502762431,0.520940916391772,0.648624622819868,0.502237136465324,0.887737478411054,0.805434417980543,0.526797737678427
"E01004851",0.697877652933833,0.463503649635036,0.563655516890372,0.607055961070559,0.646408839779005,0.51199461149203,0.4073169815573,0.431953765846383,0.827288428324698,0.535055350553506,0.692970643684352
"E01004852",0.590511860174781,0.29014598540146,0.471190493099448,0.592254663422547,0.524419889502762,0.538488109013661,0.677296573138514,0.325316927665921,0.765112262521589,0.784636028178464,0.649878804201454
"E01004853",0.765293383270911,0.468978102189781,0.563915915062851,0.579075425790754,0.416353591160221,0.545655515448783,0.38853622807347,0.320656226696495,0.889464594127807,0.640053673264005,0.443307298680312
"E01004854",0.546816479400749,0.312043795620438,0.571230736453377,0.438361719383617,0.373922651933702,0.505725289718658,0.963615420250661,0.336316181953766,0.894645941278066,0.976517946997652,0.644223000269324
"E01004855",0.460674157303371,0.357664233576642,0.335132447979547,0.605636658556367,0.732154696132597,0.158011087891401,0.659004119245264,0.574571215510813,0.473229706390328,0.778262328077826,0.636143280366281
"E01004856",0.794007490636704,0.556569343065693,0.437255876713302,0.737834549878346,0.773701657458563,0.318250116578297,0.353328575542451,0.526659209545116,0.633851468048359,0.587722240858772,0.484244546189065
"E01004857",0.519350811485643,0.427007299270073,0.592701749402268,0.586374695863747,0.74232044198895,0.363275245677968,0.558865141669484,0.660141685309471,0.664939550949914,0.665548473666555,0.745758147050902
"E01004858",0.518102372034956,0.490875912408759,0.364995383850579,0.757704785077048,0.781878453038674,0.182518436641854,0.357961161401795,0.572334079045488,0.516407599309154,0.598121435759812,0.473740910315109
"E01004859",0.640449438202247,0.708029197080292,0.616220438889283,0.735401459854015,0.901878453038674,0.259546467245816,0.370043446143059,0.659768829231916,0.68566493955095,0.544783629654478,0.604093724750875
"E01004860",0.405742821473159,0.354014598540146,0.2982032526099,0.595093268450933,0.639337016574586,0.133158321963351,0.464435513152788,0.474459358687547,0.521588946459413,0.663535726266354,0.562617829248586
"E01004861",0.554307116104869,0.465328467153285,0.586724427715835,0.685320356853203,0.763093922651934,0.213329648883439,0.166122024815636,0.696122296793438,0.618307426597582,0.281784636028178,0.54915162941018
"E01004862",0.68414481897628,0.578467153284671,0.60484577326421,0.738848337388483,0.767734806629834,0.225764667276904,0.189560405163455,0.67151379567487,0.664939550949914,0.371687353237169,0.495286830056558
"E01004863",0.771535580524345,0.678832116788321,0.595684492105201,0.736415247364152,0.778563535911602,0.271601526743925,0.382977125042257,0.629753914988814,0.696027633851468,0.52130157665213,0.666846215997845
"E01004864",0.33083645443196,0.260948905109489,0.226723954264612,0.477291159772912,0.53414364640884,0.209253726187803,0.569069351062365,0.453206562266965,0.442141623488774,0.775914122777592,0.44653918664153
"E01004865",0.48314606741573,0.414233576642336,0.333214970527661,0.590024330900243,0.602209944751381,0.28312118961676,0.435074935206401,0.440715883668904,0.583765112262522,0.690707816169071,0.416374899003501
"E01004866",0.737827715355805,0.563868613138686,0.582416021589376,0.750202757502028,0.752707182320442,0.408697604531873,0.217593809863652,0.521439224459359,0.780656303972366,0.400536732640054,0.516024777807703
"E01004867",0.564294631710362,0.375912408759124,0.462916932982979,0.504055150040551,0.556243093922652,0.340235919932298,0.762135496876135,0.455816554809843,0.699481865284974,0.855082187185508,0.589280904928629
"E01004868",0.555555555555556,0.35948905109489,0.521968136732713,0.511759935117599,0.540773480662983,0.381219668054092,0.731247417646396,0.601603281133482,0.654576856649396,0.880912445488091,0.420684082951791
"E01004869",0.690387016229713,0.574817518248175,0.738288000378761,0.653892944038929,0.737237569060773,0.448265142225523,0.641600621016915,0.683258762117823,0.784110535405872,0.821536397182154,0.449501750605979
"E01004870",0.526841448189763,0.465328467153285,0.48519281301044,0.628142741281427,0.641325966850829,0.390407764978152,0.853234671775032,0.526472781506339,0.678756476683938,0.906407245890641,0.607325612712093
"E01004871",0.734082397003745,0.385036496350365,0.699311128470989,0.52088402270884,0.659005524861878,0.547848914526519,0.815873492844533,0.581469052945563,0.873920552677029,0.910768198591077,0.512523565849717
"E01004872",0.454431960049938,0.397810218978102,0.339215964775229,0.596715328467153,0.66232044198895,0.200998255643253,0.417108014373537,0.564504101416853,0.490500863557858,0.615229788661523,0.569620253164557
"E01004873",0.52059925093633,0.406934306569343,0.514191700400066,0.576845093268451,0.615469613259669,0.311203606155334,0.233219396762198,0.613161819537658,0.637305699481865,0.432740691043274,0.501211957985456
"E01004874",0.478152309612984,0.412408759124088,0.46801836990744,0.595904298459043,0.609502762430939,0.213778691214314,0.222602010792673,0.682885906040269,0.50259067357513,0.391814827239182,0.540263937516833
"E01004875",0.325842696629214,0.288321167883212,0.248621073313922,0.449918896999189,0.619668508287293,0.187872402894596,0.298138201304636,0.543810589112603,0.383419689119171,0.487420328748742,0.552922165364934
"E01004876",0.504369538077403,0.485401459854015,0.454951116161257,0.68146796431468,0.655469613259668,0.262741576138581,0.149907974307929,0.583333333333333,0.606217616580311,0.337470647433747,0.446000538647993
"E01004877",0.782771535580524,0.525547445255474,0.610681059583836,0.672546634225466,0.68,0.508557710574947,0.160199827217068,0.494593586875466,0.844559585492228,0.406910432740691,0.354430379746835
"E01004878",0.484394506866417,0.271897810218978,0.377494496129536,0.48073803730738,0.554475138121547,0.337144436192812,0.469906972667743,0.369500372856078,0.659758203799655,0.691714189869172,0.498788042014543
"E01004879",0.631710362047441,0.434306569343066,0.513718249177379,0.57522303325223,0.554475138121547,0.542529489991537,0.129749965568619,0.470730797912006,0.7426597582038,0.382757463938276,0.302181524373822
"E01004880",0.302122347066167,0.233576642335766,0.272151599081505,0.468572587185726,0.494806629834254,0.272136923369199,0.17492393794839,0.422445935868755,0.526770293609672,0.448842670244884,0.296795044438459
"E01004881",0.448189762796504,0.416058394160584,0.423123357716071,0.712692619626926,0.689944751381215,0.33733441564049,0.445717362180571,0.648769574944072,0.493955094991364,0.650117410265012,0.552922165364934
"E01004882",0.188514357053683,0.215328467153285,0.0660346092843785,0.466342254663422,0.505193370165746,0.192829139393102,0.489902214876861,0.300521998508576,0.269430051813472,0.657162026165716,0.628063560463237
"E01004883",0.202247191011236,0.200729927007299,0.158736358686646,0.441403081914031,0.62232044198895,0.122035888844752,0.371570947426411,0.503914988814318,0.276338514680484,0.57430392485743,0.554538109345543
"E01004884",0.0524344569288389,0.0802919708029197,0.03923727008025,0.25081103000811,0.336132596685083,0.314087839588263,0.210957943632699,0.326808351976137,0.186528497409326,0.446829922844683,0.41799084298411
"E01004885",0.0374531835205993,0.0638686131386861,0.0143218994863054,0.196674776966748,0.332154696132597,0.29873404604411,0.0782030575066672,0.129194630872483,0.177892918825561,0.28379738342838,0.309183948289793
"E01004886",0.443196004993758,0.428832116788321,0.306654356934877,0.650851581508516,0.655027624309392,0.207941140912938,0.332193967621981,0.525540641312453,0.488773747841105,0.591747735659175,0.421222730945327
"E01004887",0.357053682896379,0.408759124087591,0.293859337641739,0.546228710462287,0.666519337016575,0.27484844821333,0.15834679287333,0.542505592841163,0.452504317789292,0.426366990942637,0.297333692431996
"E01004888",0.273408239700375,0.315693430656934,0.238181473853656,0.521086780210868,0.507403314917127,0.292671974577296,0.101140617761585,0.509134973900075,0.40587219343696,0.383763837638376,0.0570966873148397
"E01004889",0.373283395755306,0.337591240875912,0.330113865019056,0.542579075425791,0.631823204419889,0.296057062917739,0.23185466200904,0.610738255033557,0.417962003454232,0.507212344850721,0.338270939940749
"E01004890",0.230961298377029,0.240875912408759,0.233742868640958,0.495336577453366,0.645966850828729,0.225661042123625,0.680238891184314,0.54903057419836,0.350604490500864,0.796712512579671,0.621869108537571
"E01004891",0.197253433208489,0.198905109489051,0.134886253343749,0.418288726682887,0.466519337016574,0.194141724667968,0.384604790344189,0.39131245339299,0.345423143350605,0.513250587051325,0.68192835981686
"E01004892",0.0911360799001248,0.131386861313869,0.0742608242785787,0.416666666666667,0.517790055248619,0.304364346038929,0.237526449561156,0.317486950037286,0.278065630397237,0.44179805434418,0.495556154053326
"E01004893",0.0724094881398252,0.125912408759124,0.0622825083445778,0.321978913219789,0.235138121546961,0.142035543427575,0.0493558201555046,0.284862043251305,0.267702936096719,0.180811808118081,0.320226232157285
"E01004894",0.18227215980025,0.187956204379562,0.181390999692257,0.428832116788321,0.599337016574585,0.086026148080344,0.354655748788641,0.500186428038777,0.322970639032815,0.519288829251929,0.615136008618368
"E01004895",0.410736579275905,0.390510948905109,0.378453234855479,0.57441200324412,0.478674033149171,0.177216282965752,0.258210319398014,0.599179716629381,0.500863557858377,0.481046628648105,0.473471586318341
"E01004896",0.0499375780274657,0.105839416058394,0.0431669152285586,0.362530413625304,0.362209944751381,0.277767223364018,0.134520276953511,0.258202833706189,0.236614853195164,0.352230795035223,0.382709399407487
"E01004897",0.104868913857678,0.107664233576642,0.0590630400303009,0.338199513381995,0.358674033149171,0.332481304295263,0.189297474614682,0.343214019388516,0.231433506044905,0.392150285139215,0.463237274441153
"E01004899",0.320848938826467,0.251824817518248,0.222888999360841,0.372668288726683,0.572375690607735,0.43753993886116,0.138126181622407,0.510626398210291,0.379965457685665,0.276081851727608,0.492054942095341
"E01004900",0.235955056179775,0.166058394160584,0.170383258764766,0.383414436334144,0.41767955801105,0.356919569610197,0.0493558201555046,0.424123788217748,0.379965457685665,0.253606172425361,0.227309453272287
"E01004901",0.0636704119850187,0.0894160583941606,0.0436640390123808,0.201135442011354,0.243093922651934,0.113383188545966,0.0526737532709812,0.225950782997763,0.245250431778929,0.179134518617913,0.333961755992459
"E01004902",0.408239700374532,0.363138686131387,0.357538527093246,0.62956204379562,0.714696132596685,0.168373603219288,0.425922448008614,0.469798657718121,0.592400690846287,0.590070446159007,0.633988688392136
"E01004903",0.0736579275905119,0.118613138686131,0.0889023033401984,0.368004866180049,0.363977900552486,0.173554860883232,0.183362756513791,0.305741983594333,0.310880829015544,0.398188527339819,0.437112846754646
"E01004904",0.196004993757803,0.18978102189781,0.142591671992993,0.410786699107867,0.449944751381215,0.309839208303829,0.257609335286532,0.429343773303505,0.328151986183074,0.491445823549145,0.450040398599515
"E01004905",0.415730337078652,0.35948905109489,0.522725658689014,0.623276561232766,0.69414364640884,0.146543237595206,0.438242622294006,0.741610738255034,0.473229706390328,0.688024152968802,0.433072986803124
"E01004906",0.408239700374532,0.461678832116788,0.319993845134105,0.6279399837794,0.725966850828729,0.193364536018376,0.427011731710676,0.471849366144668,0.550949913644214,0.587386782958739,0.641260436304875
"E01004907",0.431960049937578,0.416058394160584,0.44380133986696,0.635644768856448,0.594696132596685,0.170325210272707,0.298801787927732,0.61055182699478,0.568221070811744,0.495135860449514,0.540263937516833
"E01004908",0.17852684144819,0.208029197080292,0.158961248017423,0.471005677210057,0.453259668508287,0.132830175644635,0.356183250071993,0.434936614466816,0.350604490500864,0.54209996645421,0.581201185025586
"E01004909",0.383270911360799,0.322992700729927,0.327829462869588,0.593065693430657,0.57060773480663,0.1029170480648,0.178054063529029,0.530387770320656,0.511226252158895,0.419657832941966,0.383517371397792
"E01004910",0.187265917602996,0.193430656934307,0.209596856283881,0.465531224655312,0.477569060773481,0.282067667225091,0.171455758805043,0.532811334824758,0.33160621761658,0.42670244884267,0.34527336385672
"E01004911",0.450686641697878,0.467153284671533,0.362391402125796,0.681265206812652,0.75646408839779,0.338422479749918,0.314740387384342,0.596383296047726,0.483592400690846,0.517276081851728,0.53353083759763
"E01004912",0.164794007490637,0.20985401459854,0.145065454631537,0.42639902676399,0.554033149171271,0.182587520077373,0.203871339318133,0.424683072334079,0.336787564766839,0.465615565246562,0.35658497172098
