"LSOA2021","LAD2024","LSOA_NAME_2021","LAD_NAME_2024","IMD_RANK","IMD_DECILE","IDACI_RANK","IDACI_DECILE","IDAOPI_RANK","IDAOPI_DECILE","EST_RANK","EST_DECILE","CYP_RANK","CYP_DECILE","ADS_RANK","ADS_DECILE","BHS_RANK","BHS_DECILE","GEO_RANK","GEO_DECILE","WID_RANK","WID_DECILE","LIV_RANK","LIV_DECILE","IND_RANK","IND_DECILE","OUT_RANK","OUT_DECILE","IMD","INC","EMP","EST","HDD","CRM","BHS","LIV","IDACI","IDAOPI","CYP","ADS","GEO","WID","IND","OUT","INCN","EMPN","ESTN","HDDN","CRMN","BHSN","LIVN","CYPN","ADSN","INDN","OUTN"
"E01004824","E08000001","Bolton 005E","Bolton",4807,2,4374,2,1297,1,4500,2,31872,10,350,1,23411,7,28776,9,9899,3,305,1,360,1,10430,4,39.174,0.463,0.177,43.963,0.642,0.102,15.565,68.341,0.613,0.584,-1.367,0.513,19.755,1.492,1.471,0.31,0.564294631710362,0.31021897810219,0.519257628482826,0.529602595296026,0.453480662983425,0.216248424034127,0.849904218157232,0.232102908277405,0.848013816925734,0.94230124119423,0.497441422030703
"E01004825","E08000001","Bolton 011B","Bolton",3342,1,5806,2,634,1,3544,2,25250,8,241,1,18472,6,29324,9,7120,3,6617,2,5218,2,12482,4,45.066,0.521,0.24,48.304,0.879,1.07,18.951,35.676,0.564,0.666,-0.595,0.529,18.864,2.437,0.69,0.179,0.636704119850187,0.425182481751825,0.570638922425017,0.577656123276561,0.667403314917127,0.274727552201171,0.440922009791033,0.376025354213274,0.875647668393782,0.680308621268031,0.46215997845408
"E01004826","E08000001","Bolton 011C","Bolton",1382,1,1216,1,709,1,3222,1,13142,4,666,1,11613,4,29203,9,4299,2,2790,1,2287,1,12578,4,56.593,0.64,0.301,50.065,0.837,1.07,24.368,47.372,0.769,0.653,0.228,0.477,19.041,3.72,0.999,0.173,0.785268414481898,0.536496350364963,0.591482612503847,0.569140308191403,0.667403314917127,0.368283794753113,0.587361804955615,0.529455630126771,0.785837651122625,0.783965112378397,0.460544034473472
"E01004827","E08000001","Bolton 021A","Bolton",1723,1,1047,1,3619,2,2289,1,12379,4,300,1,5223,2,28578,9,1986,1,8460,3,6363,2,14505,5,54.036,0.598,0.26,55.344,0.819,1.421,32.31,31.706,0.782,0.443,0.283,0.52,20.079,5.121,0.593,0.059,0.732833957553059,0.461678832116788,0.653966337618067,0.565490673154907,0.744972375690608,0.505448955976581,0.391215615570497,0.539709172259508,0.860103626943005,0.647769204964777,0.429841098841907
"E01004828","E08000001","Bolton 023A","Bolton",2584,1,2132,1,1625,1,4143,2,25378,8,418,1,3534,2,29501,9,1287,1,2198,1,1373,1,21814,7,48.717,0.567,0.248,45.595,0.604,0.322,35.855,50.24,0.711,0.557,-0.607,0.503,18.57,5.741,1.153,-0.33,0.694132334581773,0.43978102189781,0.538574438368487,0.521897810218978,0.502099447513812,0.566674150705515,0.623270605616697,0.373788217747949,0.830742659758204,0.835625628983563,0.325074064099111
"E01004829","E08000001","Bolton 023B","Bolton",2051,1,2354,1,652,1,3437,2,22337,7,287,1,4909,2,30376,9,1739,1,312,1,609,1,5412,2,51.875,0.566,0.241,48.938,0.79,0.429,32.852,68.256,0.699,0.662,-0.386,0.521,16.946,5.333,1.347,0.738,0.692883895131086,0.427007299270073,0.578143124304619,0.559610705596107,0.525745856353591,0.514809761489439,0.848839975459815,0.414988814317673,0.861830742659758,0.90070446159007,0.612712092647455
"E01004830","E08000001","Bolton 026A","Bolton",2285,1,2267,1,7554,3,2984,1,7336,3,1287,1,9460,3,28201,9,3647,2,3580,2,3824,2,6735,2,50.492,0.482,0.264,51.358,1.091,1.396,26.465,44.288,0.704,0.314,0.697,0.439,20.624,4.054,0.821,0.604,0.588014981273408,0.468978102189781,0.606786923277229,0.620640713706407,0.739447513812155,0.404500785824079,0.548748575792861,0.616890380313199,0.72020725388601,0.724253606172425,0.576622677080528
"E01004831","E08000001","Bolton 026B","Bolton",11214,4,9212,3,20091,6,13206,4,23016,7,7092,3,20486,7,24250,8,9847,3,2617,1,2679,1,8110,3,24.844,0.304,0.128,21.732,0.096,0.421,17.559,48.111,0.468,0.116,-0.433,0.321,25.475,1.509,0.948,0.483,0.365792759051186,0.220802919708029,0.256125275193523,0.41889699918897,0.523977900552486,0.250686516640473,0.596614456171982,0.406226696495153,0.516407599309154,0.766856759476686,0.544034473471586
"E01004832","E08000001","Bolton 023C","Bolton",6717,2,4082,2,14464,5,9627,3,15404,5,5758,2,15264,5,27291,9,6166,2,5660,2,4010,2,15609,5,33.595,0.392,0.182,28.485,0.773,0.758,21.315,38.046,0.623,0.181,0.069,0.34,21.874,2.813,0.807,-0.003,0.47565543071161,0.319343065693431,0.336055677863788,0.556163828061638,0.598453038674033,0.315555862593047,0.470595600295484,0.499813571961223,0.549222797927461,0.719557195571956,0.413143011042284
"E01004833","E08000001","Bolton 026C","Bolton",16941,6,16434,5,22062,7,17623,6,18731,6,15230,5,14468,5,18106,6,8889,3,7136,3,7526,3,6524,2,17.374,0.163,0.098,15.628,-0.308,0.641,21.973,34.434,0.307,0.099,-0.153,0.237,31.613,1.81,0.502,0.625,0.18976279650437,0.166058394160584,0.183876618611368,0.33698296836983,0.572596685082873,0.326920087735963,0.425371545906422,0.458426547352722,0.3713298791019,0.617242536061724,0.582278481012658
"E01004834","E08000001","Bolton 018A","Bolton",4923,2,6256,2,7452,3,5775,2,12829,4,2536,1,10437,4,28195,9,4034,2,1188,1,1279,1,9284,3,38.769,0.422,0.202,38.959,0.425,0.58,25.427,56.809,0.55,0.317,0.251,0.399,20.636,3.853,1.171,0.391,0.51310861423221,0.355839416058394,0.460028880524584,0.485604217356042,0.559116022099447,0.386573634306834,0.705517785373549,0.533743475018643,0.651122625215889,0.841663871184167,0.51925666576892
"E01004835","E08000001","Bolton 020A","Bolton",21459,7,19656,6,25180,8,21970,7,26193,8,16804,5,12404,4,13394,4,10347,4,28354,9,30216,9,18215,6,12.993,0.151,0.093,10.747,-0.314,0.442,23.674,5.94,0.25,0.078,-0.672,0.224,36.378,1.362,-0.758,-0.141,0.17478152309613,0.156934306569343,0.126103733162891,0.335766423357664,0.528618784530387,0.356297818690523,0.0686123527275914,0.361670395227442,0.348877374784111,0.194565582019457,0.375976299488284
"E01004836","E08000001","Bolton 020B","Bolton",17994,6,15018,5,23739,8,15530,5,21336,7,10430,4,14298,5,18953,6,8380,3,18964,6,16244,5,19739,6,16.248,0.196,0.103,18.369,-0.325,0.457,22.105,15.193,0.335,0.087,-0.324,0.281,30.82,1.986,-0.024,-0.219,0.230961298377029,0.175182481751825,0.216319863646048,0.333536090835361,0.531933701657459,0.329199841108098,0.184464560718176,0.426547352721849,0.447322970639033,0.440791680644079,0.354969027740372
"E01004837","E08000001","Bolton 020C","Bolton",29832,9,27251,9,27120,9,29558,9,30427,10,26619,8,15874,5,9969,3,17884,6,30699,10,32466,10,20743,7,5.932,0.083,0.063,3.87,-0.523,-0.49,20.852,3.923,0.144,0.066,-1.115,0.157,40.678,-0.452,-1.029,-0.276,0.0898876404494382,0.102189781021898,0.0447056317022939,0.293390105433901,0.322651933701657,0.307559454931694,0.0433584995430017,0.279082774049217,0.233160621761658,0.103656491110366,0.339617559924589
"E01004838","E08000001","Bolton 018B","Bolton",2055,1,3486,2,5913,2,3146,1,10693,4,857,1,7302,3,26418,8,3061,1,2473,1,3464,2,4147,2,51.869,0.544,0.259,50.522,0.641,1.463,28.983,48.793,0.647,0.359,0.411,0.463,22.991,4.42,0.857,0.885,0.66541822721598,0.45985401459854,0.596891792723055,0.529399837793998,0.754254143646409,0.447988808483446,0.605153438755963,0.563571961222968,0.761658031088083,0.736330090573633,0.652302720172367
"E01004839","E08000001","Bolton 026D","Bolton",1324,1,1207,1,2444,1,6138,2,9040,3,4219,2,7415,3,21347,7,3922,2,22100,7,20659,7,18908,6,57.066,0.625,0.318,37.673,1.296,1.727,28.861,11.704,0.769,0.502,0.544,0.364,28.518,3.908,-0.231,-0.175,0.766541822721598,0.567518248175182,0.444807423715172,0.66220600162206,0.812596685082873,0.445881763700109,0.140780528114788,0.588366890380313,0.590673575129534,0.371351895337135,0.366819283598169
"E01004840","E08000001","Bolton 012A","Bolton",14431,5,18234,6,22070,7,19837,6,14420,5,24946,8,9069,3,10943,4,9478,3,13062,4,13376,4,9230,3,20.378,0.173,0.124,13.01,0.071,0.964,26.882,23.305,0.273,0.099,0.139,0.168,39.333,1.631,0.122,0.394,0.202247191011236,0.213503649635036,0.152889236086452,0.413828061638281,0.643977900552486,0.411702733976961,0.286030875558727,0.512863534675615,0.252158894645941,0.489768534048977,0.520064637759224
"E01004841","E08000001","Bolton 012B","Bolton",236,1,985,1,1450,1,574,1,943,1,1374,1,6056,2,15347,5,4600,2,26834,8,25331,8,22710,7,71.456,0.677,0.402,70.642,1.639,1.641,30.905,7.245,0.789,0.571,1.676,0.435,34.356,3.574,-0.452,-0.381,0.831460674157303,0.720802919708029,0.835037757735009,0.731751824817518,0.793591160220994,0.481183399250445,0.0849516082585233,0.799403430275914,0.713298791018998,0.297215699429722,0.311338540263937
"E01004842","E08000001","Bolton 012C","Bolton",31333,10,31435,10,28133,9,31624,10,33077,10,28649,9,26024,8,19478,6,17570,6,14894,5,10316,4,25280,8,4.595,0.067,0.053,2.091,-0.674,-1.159,13.588,20.586,0.082,0.061,-1.716,0.141,30.341,-0.384,0.307,-0.525,0.0699126092384519,0.0839416058394161,0.0236488885732547,0.262773722627737,0.174806629834254,0.182103936028739,0.251987629743705,0.167039522744221,0.20552677029361,0.551828245555183,0.272555884729329
"E01004843","E08000001","Bolton 018C","Bolton",25981,8,23826,8,27617,9,30733,10,31555,10,28066,9,24925,8,19466,6,16244,5,10148,4,6933,3,19557,6,9.181,0.115,0.072,2.858,-0.417,-0.121,14.475,28.402,0.189,0.063,-1.301,0.146,30.356,-0.081,0.546,-0.209,0.129837702871411,0.118613138686131,0.032727315768293,0.314882400648824,0.404198895027624,0.197423187855132,0.349847875896781,0.244407158836689,0.214162348877375,0.6320026836632,0.357662267708053
"E01004844","E08000001","Bolton 020D","Bolton",31235,10,33029,10,31847,10,33249,10,33080,10,32601,10,13563,5,6880,3,21762,7,24584,8,32362,10,9429,3,4.69,0.036,0.041,0.625,-0.965,-0.121,22.692,9.244,0.048,0.038,-1.718,0.093,46.18,-1.292,-1.009,0.381,0.031210986267166,0.062043795620438,0.00629690126174751,0.203771289537713,0.404198895027624,0.339337835270548,0.109980092401307,0.166666666666667,0.122625215889465,0.110365649111037,0.516563425801239
"E01004845","E08000001","Bolton 018D","Bolton",18815,6,17679,6,21176,7,26955,8,28250,9,23517,7,15112,5,16932,6,9973,3,12905,4,11170,4,13462,4,15.464,0.176,0.105,6.111,-0.122,0.51,21.461,23.601,0.283,0.107,-0.86,0.177,32.809,1.469,0.252,0.119,0.205992509363296,0.178832116788321,0.0712307364533769,0.374695863746959,0.543646408839779,0.318077407989499,0.289736944246203,0.32662192393736,0.267702936096719,0.533378061053338,0.446000538647993
"E01004846","E08000001","Bolton 025A","Bolton",1527,1,1380,1,2530,1,2792,1,12158,4,535,1,6745,2,27784,9,2677,1,3336,1,2122,1,20475,7,55.565,0.638,0.285,52.378,0.851,0.769,29.748,45.105,0.756,0.497,0.301,0.49,21.187,4.641,1.025,-0.26,0.782771535580524,0.507299270072993,0.618859929455768,0.571978913219789,0.600883977900552,0.461201015526502,0.558977826190387,0.543064876957495,0.808290155440414,0.792687017779269,0.343926743872879
"E01004847","E08000001","Bolton 025B","Bolton",2984,1,3052,1,4128,2,3838,2,22786,7,401,1,3721,2,28399,9,1429,1,10225,4,7689,3,15799,5,46.799,0.572,0.248,47.041,0.542,0.648,35.379,28.266,0.665,0.423,-0.417,0.506,20.342,5.615,0.491,-0.013,0.700374531835206,0.43978102189781,0.55568970006865,0.509326845093268,0.57414364640884,0.558453221878724,0.348145087580914,0.409209545115585,0.835924006908463,0.613552499161355,0.410449771074603
"E01004848","E08000001","Bolton 016D","Bolton",1778,1,300,1,6484,2,3126,1,12122,4,701,1,7761,3,30704,10,2720,1,12351,4,20213,6,2718,1,53.631,0.544,0.28,50.605,1.097,1.89,28.458,24.552,0.893,0.343,0.304,0.474,16.206,4.616,-0.21,1.123,0.66541822721598,0.498175182481752,0.597874204010132,0.621857258718573,0.848618784530387,0.438921607571544,0.301643941954951,0.543624161073825,0.780656303972366,0.37839651123784,0.716401831403178
"E01004849","E08000001","Bolton 021B","Bolton",1671,1,1866,1,1390,1,3446,2,26208,8,183,1,4336,2,31245,10,1482,1,25,1,333,1,1631,1,54.395,0.614,0.234,48.905,0.652,0.488,33.975,80.329,0.725,0.576,-0.673,0.539,14.909,5.572,1.491,1.402,0.752808988764045,0.414233576642336,0.577752527045901,0.531630170316302,0.53878453038674,0.534204936011468,1,0.361483967188665,0.892918825561313,0.949010399194901,0.791543226501481
"E01004850","E08000001","Bolton 021C","Bolton",1378,1,2784,1,1908,1,2373,1,15222,5,196,1,4718,2,29620,9,1726,1,1824,1,1882,1,8879,3,56.64,0.563,0.3,54.779,0.886,1.036,33.207,52.265,0.678,0.536,0.082,0.536,18.36,5.343,1.063,0.419,0.689138576779026,0.534671532846715,0.647278839097602,0.579075425790754,0.659889502762431,0.520940916391772,0.648624622819868,0.502237136465324,0.887737478411054,0.805434417980543,0.526797737678427
"E01004851","E08000001","Bolton 021D","Bolton",2221,1,2094,1,618,1,3679,2,20884,7,424,1,5002,2,31166,10,1715,1,7838,3,11088,4,3183,1,50.844,0.57,0.261,47.714,1.024,0.975,32.689,32.992,0.713,0.669,-0.295,0.501,15.084,5.353,0.257,1.036,0.697877652933833,0.463503649635036,0.563655516890372,0.607055961070559,0.646408839779005,0.51199461149203,0.4073169815573,0.431953765846383,0.827288428324698,0.535055350553506,0.692970643684352
"E01004852","E08000001","Bolton 025C","Bolton",3977,2,5061,2,1236,1,5523,2,28325,9,824,1,4230,2,30895,10,1462,1,1494,1,2268,1,4231,2,42.365,0.484,0.166,39.902,0.951,0.423,34.223,54.555,0.588,0.59,-0.867,0.465,15.767,5.589,1.001,0.876,0.590511860174781,0.29014598540146,0.471190493099448,0.592254663422547,0.524419889502762,0.538488109013661,0.677296573138514,0.325316927665921,0.765112262521589,0.784636028178464,0.649878804201454
"E01004853","E08000001","Bolton 021E","Bolton",2341,1,740,1,232,1,3673,2,28548,9,194,1,4053,2,30700,10,1406,1,8576,3,6635,2,13629,5,50.167,0.624,0.264,47.736,0.886,-0.066,34.638,31.492,0.817,0.777,-0.892,0.537,16.219,5.633,0.57,0.109,0.765293383270911,0.468978102189781,0.563915915062851,0.579075425790754,0.416353591160221,0.545655515448783,0.38853622807347,0.320656226696495,0.889464594127807,0.640053673264005,0.443307298680312
"E01004854","E08000001","Bolton 023D","Bolton",4300,2,4219,2,3007,1,3538,2,27740,9,178,1,5213,2,31012,10,1795,1,51,1,204,1,4390,2,41.17,0.449,0.178,48.354,0.192,-0.258,32.326,77.423,0.618,0.471,-0.808,0.54,15.478,5.28,1.573,0.855,0.546816479400749,0.312043795620438,0.571230736453377,0.438361719383617,0.373922651933702,0.505725289718658,0.963615420250661,0.336316181953766,0.894645941278066,0.976517946997652,0.644223000269324
"E01004855","E08000001","Bolton 027B","Bolton",4907,2,5133,2,10038,3,9662,3,9924,3,9100,3,27782,9,22949,7,16876,5,1673,1,2421,1,4638,2,38.845,0.38,0.203,28.407,1.017,1.363,12.193,53.094,0.586,0.257,0.47,0.296,26.903,-0.223,0.982,0.825,0.460674157303371,0.357664233576642,0.335132447979547,0.605636658556367,0.732154696132597,0.158011087891401,0.659004119245264,0.574571215510813,0.473229706390328,0.778262328077826,0.636143280366281
"E01004856","E08000001","Bolton 027C","Bolton",1074,1,790,1,4254,2,6347,2,13363,4,2942,1,15095,5,25080,8,6642,2,10010,3,8705,3,11179,4,59.167,0.647,0.312,37.035,1.669,1.551,21.471,28.68,0.81,0.418,0.213,0.389,24.589,2.628,0.414,0.261,0.794007490636704,0.556569343065693,0.437255876713302,0.737834549878346,0.773701657458563,0.318250116578297,0.353328575542451,0.526659209545116,0.633851468048359,0.587722240858772,0.484244546189065
"E01004857","E08000001","Bolton 027D","Bolton",3205,1,4361,2,7044,3,3206,1,5139,2,2230,1,11944,4,26747,8,4859,2,3339,1,5753,2,2231,1,45.829,0.427,0.241,50.168,0.922,1.409,24.078,45.096,0.613,0.328,0.929,0.407,22.553,3.438,0.646,1.232,0.519350811485643,0.427007299270073,0.592701749402268,0.586374695863747,0.74232044198895,0.363275245677968,0.558865141669484,0.660141685309471,0.664939550949914,0.665548473666555,0.745758147050902
"E01004858","E08000001","Bolton 032A","Bolton",2977,1,4341,2,5482,2,8564,3,10087,3,7102,3,25996,8,27890,9,12196,4,9815,3,8297,3,11810,4,46.847,0.426,0.276,30.93,1.767,1.588,13.612,29.05,0.614,0.373,0.458,0.321,21.049,0.854,0.445,0.222,0.518102372034956,0.490875912408759,0.364995383850579,0.757704785077048,0.781878453038674,0.182518436641854,0.357961161401795,0.572334079045488,0.516407599309154,0.598121435759812,0.473740910315109
"E01004859","E08000001","Bolton 032B","Bolton",756,1,2322,1,5881,2,2833,1,5152,2,1801,1,19752,6,28760,9,7878,3,9250,3,10624,4,5699,2,62.667,0.524,0.395,52.155,1.657,2.131,18.072,30.015,0.7,0.361,0.927,0.419,19.777,2.151,0.286,0.706,0.640449438202247,0.708029197080292,0.616220438889283,0.735401459854015,0.901878453038674,0.259546467245816,0.370043446143059,0.659768829231916,0.68566493955095,0.544783629654478,0.604093724750875
"E01004860","E08000001","Bolton 032C","Bolton",7106,3,6060,2,14531,5,11217,4,17417,6,6823,3,29406,9,27880,9,15768,5,5865,2,5825,2,7320,3,32.636,0.336,0.201,25.287,0.965,0.943,10.754,37.554,0.555,0.18,-0.067,0.324,21.075,0.018,0.64,0.552,0.405742821473159,0.354014598540146,0.2982032526099,0.595093268450933,0.639337016574586,0.133158321963351,0.464435513152788,0.474459358687547,0.521588946459413,0.663535726266354,0.562617829248586
"E01004861","E08000001","Bolton 033A","Bolton",3197,1,6478,2,4161,2,3307,1,3637,2,3378,2,23643,8,25436,8,11407,4,20194,6,26250,8,7897,3,45.888,0.455,0.262,49.663,1.41,1.503,15.396,13.728,0.544,0.421,1.122,0.38,24.211,1.074,-0.498,0.502,0.554307116104869,0.465328467153285,0.586724427715835,0.685320356853203,0.763093922651934,0.213329648883439,0.166122024815636,0.696122296793438,0.618307426597582,0.281784636028178,0.54915162941018
"E01004862","E08000001","Bolton 033B","Bolton",1462,1,1817,1,3308,1,3005,1,4623,2,2251,1,22631,7,26808,8,10127,4,18623,6,20649,7,10571,4,56.027,0.559,0.324,51.194,1.674,1.524,16.116,15.6,0.728,0.457,0.99,0.407,22.488,1.425,-0.23,0.302,0.68414481897628,0.578467153284671,0.60484577326421,0.738848337388483,0.767734806629834,0.225764667276904,0.189560405163455,0.67151379567487,0.664939550949914,0.371687353237169,0.495286830056558
"E01004863","E08000001","Bolton 033C","Bolton",622,1,1521,1,3627,2,3165,1,6634,2,1620,1,18746,6,25835,8,8260,3,8764,3,11736,4,3787,2,64.478,0.629,0.379,50.42,1.662,1.573,18.77,31.048,0.747,0.443,0.766,0.425,23.694,2.029,0.216,0.939,0.771535580524345,0.678832116788321,0.595684492105201,0.736415247364152,0.778563535911602,0.271601526743925,0.382977125042257,0.629753914988814,0.696027633851468,0.52130157665213,0.666846215997845
"E01004864","E08000001","Bolton 008A","Bolton",10979,4,7484,3,18915,6,14913,5,19165,6,10745,4,23929,8,26154,8,11326,4,3135,1,2467,1,13419,4,25.216,0.276,0.15,19.248,0.384,0.467,15.16,45.911,0.515,0.127,-0.181,0.278,23.289,1.095,0.975,0.121,0.33083645443196,0.260948905109489,0.226723954264612,0.477291159772912,0.53414364640884,0.209253726187803,0.569069351062365,0.453206562266965,0.442141623488774,0.775914122777592,0.44653918664153
"E01004865","E08000001","Bolton 011D","Bolton",5559,2,8121,3,6236,2,9746,3,20146,6,4431,2,17802,6,27995,9,7146,3,6829,3,4900,2,15384,5,36.712,0.398,0.234,28.245,0.94,0.775,19.437,35.209,0.497,0.35,-0.248,0.36,20.901,2.43,0.721,0.009,0.48314606741573,0.414233576642336,0.333214970527661,0.590024330900243,0.602209944751381,0.28312118961676,0.435074935206401,0.440715883668904,0.583765112262522,0.690707816169071,0.416374899003501
"E01004866","E08000001","Bolton 011E","Bolton",1076,1,1619,1,446,1,3369,1,13745,5,692,1,9239,3,29104,9,3439,2,16889,6,18774,6,9452,3,59.152,0.602,0.316,49.299,1.73,1.456,26.708,17.839,0.741,0.705,0.185,0.474,19.21,4.174,-0.144,0.379,0.737827715355805,0.563868613138686,0.582416021589376,0.750202757502028,0.752707182320442,0.408697604531873,0.217593809863652,0.521439224459359,0.780656303972366,0.400536732640054,0.516024777807703
"E01004867","E08000001","Bolton 008B","Bolton",4305,2,5861,2,9220,3,5695,2,18944,6,1554,1,13502,4,28785,9,5096,2,768,1,1085,1,6235,2,41.142,0.463,0.213,39.203,0.516,0.567,22.744,61.331,0.562,0.274,-0.167,0.427,19.741,3.321,1.211,0.651,0.564294631710362,0.375912408759124,0.462916932982979,0.504055150040551,0.556243093922652,0.340235919932298,0.762135496876135,0.455816554809843,0.699481865284974,0.855082187185508,0.589280904928629
"E01004868","E08000001","Bolton 015A","Bolton",4294,2,3684,2,8884,3,4456,2,8234,3,2448,1,10752,4,27414,9,4285,2,976,1,797,1,15108,5,41.19,0.456,0.204,44.192,0.554,0.497,25.117,58.864,0.639,0.282,0.615,0.401,21.707,3.727,1.288,0.025,0.555555555555556,0.35948905109489,0.521968136732713,0.511759935117599,0.540773480662983,0.381219668054092,0.731247417646396,0.601603281133482,0.654576856649396,0.880912445488091,0.420684082951791
